nama_das,nama_ws_induk,luas_das_km2
WAE KIAN,WS AMBON-SERAM,23.59
WAE MAMALA,WS AMBON-SERAM,23.86
WAE HULALIU,WS AMBON-SERAM,23.11
WAE RUMAH TIGA,WS AMBON-SERAM,22.87
WAE WAYARI,WS AMBON-SERAM,22.45
WAE WAWAKA,WS AMBON-SERAM,22.0
WAE LAPIA,WS AMBON-SERAM,21.84
WAE ATE,WS AMBON-SERAM,21.75
WAE WASUNA,WS AMBON-SERAM,28.01
WAE HATU,WS AMBON-SERAM,21.1
HATUNURU MATAPA,WS AMBON-SERAM,21.18
WAE PASA SANGKILANG,WS AMBON-SERAM,22.22
WAE UKUKA,WS AMBON-SERAM,20.95
GUNUNG HUTU HARUKU,WS AMBON-SERAM,20.49
WAE MOLE,WS AMBON-SERAM,20.55
WAE LOI,WS AMBON-SERAM,20.18
PULAU PANJANG,WS AMBON-SERAM,19.98
WAE WAYA JIWASIHI,WS AMBON-SERAM,19.97
WAE SARISA,WS AMBON-SERAM,19.22
WAE MAYA,WS AMBON-SERAM,19.47
WAE AFANG MURI,WS AMBON-SERAM,18.49
WAE NARI BESAR,WS AMBON-SERAM,18.27
GUNUNG LAWAU,WS AMBON-SERAM,24.16
WAE JUMA JAMINA,WS AMBON-SERAM,18.06
WAE LAMASI,WS AMBON-SERAM,17.92
WAE AKA,WS AMBON-SERAM,17.68
WAE SURU,WS AMBON-SERAM,17.59
WAE KALAHULA,WS AMBON-SERAM,17.46
WAE KAI KABIS,WS AMBON-SERAM,17.44
WAE HTUA,WS AMBON-SERAM,17.22
WAE UTA TANAHBARU,WS AMBON-SERAM,17.19
WAE TEENE,WS AMBON-SERAM,17.11
WAE MATEUL LAMIN,WS AMBON-SERAM,17.01
WAE URUNG,WS AMBON-SERAM,16.91
WAE NAKONWOI,WS AMBON-SERAM,16.9
WAE MANALAI WUMTUA,WS AMBON-SERAM,16.16
WAE KAMAL LIBABU,WS AMBON-SERAM,16.64
WAE NAMA,WS AMBON-SERAM,16.53
WAE YAPANA,WS AMBON-SERAM,16.5
WAE FUNALA JAPUWE,WS AMBON-SERAM,16.41
WAE RUHO,WS AMBON-SERAM,16.37
WAE WOLU TONOSAI,WS AMBON-SERAM,16.28
WAE LALAN,WS AMBON-SERAM,16.07
WAE KILONING,WS AMBON-SERAM,15.95
WAE TINA,WS AMBON-SERAM,15.91
GUSA LAUT,WS AMBON-SERAM,15.78
WAE SIYA,WS AMBON-SERAM,15.69
WAE TOMAHITU,WS AMBON-SERAM,15.86
WAE HOTOUPUA,WS AMBON-SERAM,15.52
WAE YURI WAKAULI,WS AMBON-SERAM,15.44
WAE WALUK,WS AMBON-SERAM,15.29
WAE PIA BESAR,WS AMBON-SERAM,15.15
WAE SUHA,WS AMBON-SERAM,14.83
TANJUNG HATUNINI,WS AMBON-SERAM,13.81
WALANG TENGAH DAWAN,WS AMBON-SERAM,14.99
WAE TANUSANG,WS AMBON-SERAM,14.86
WAE KASIE,WS AMBON-SERAM,14.81
WAE TANJUNG WASSA,WS AMBON-SERAM,14.76
WAE LAWA,WS AMBON-SERAM,14.57
WAE PALAPIN KAKA,WS AMBON-SERAM,14.54
WAE WAYA,WS AMBON-SERAM,14.46
WAE PISA,WS AMBON-SERAM,14.35
WAE UMAI PUTIH,WS AMBON-SERAM,14.29
WAE TARANO MAYA,WS AMBON-SERAM,14.26
WAE TOLA YANA,WS AMBON-SERAM,14.23
WAE ILA,WS AMBON-SERAM,16.28
WAE MARAKEE,WS AMBON-SERAM,13.92
WAE PULAU TEON,WS AMBON-SERAM,13.83
WAE PUTIH,WS AMBON-SERAM,13.82
KAMPUNG BARU,WS AMBON-SERAM,12.94
WAE SUAT,WS AMBON-SERAM,13.92
WAE MATE KINAAS,WS AMBON-SERAM,13.68
WAE LELEANI,WS AMBON-SERAM,13.64
WAE HATU KULU,WS AMBON-SERAM,13.3
WAE WAISO,WS AMBON-SERAM,13.04
WAE SALAH,WS AMBON-SERAM,60.42
WAE ERA PALIOSI,WS AMBON-SERAM,12.77
WAE MUMUL,WS AMBON-SERAM,12.89
WAE HALONG,WS AMBON-SERAM,12.69
WAE SASIA HAI,WS AMBON-SERAM,12.65
WAE ANI,WS AMBON-SERAM,12.55
UWET,WS AMBON-SERAM,12.51
TANJUNG LENA,WS AMBON-SERAM,11.92
WAE TASI,WS AMBON-SERAM,12.04
WAE YAE,WS AMBON-SERAM,11.89
WAE LARIKE,WS AMBON-SERAM,11.85
WAE NAMA DUA,WS AMBON-SERAM,11.87
WAE LENGKONG,WS AMBON-SERAM,16.68
WAE SAYAH,WS AMBON-SERAM,11.77
WAE WARI,WS AMBON-SERAM,11.63
WAE MALAKU,WS AMBON-SERAM,11.26
WAE NUKUHAI,WS AMBON-SERAM,11.65
WAE NARI SATU,WS AMBON-SERAM,11.47
WAE LILIBOI,WS AMBON-SERAM,11.29
WAE KWAOS SIRIT,WS AMBON-SERAM,11.09
WAE SALAK,WS AMBON-SERAM,11.08
WAE ERON,WS AMBON-SERAM,11.0
GUNUNG TAHUKU,WS AMBON-SERAM,4.53
WAE OMA,WS AMBON-SERAM,10.91
WAE BULUH,WS AMBON-SERAM,10.89
WANATH,WS AMBON-SERAM,10.88
WAE KATALOKA,WS AMBON-SERAM,10.82
WAE NITU BATUGANTUNG,WS AMBON-SERAM,10.77
WAE NUTI,WS AMBON-SERAM,10.7
WAE NASIRI,WS AMBON-SERAM,10.66
WAE KEMAR,WS AMBON-SERAM,10.55
WAE MAN,WS AMBON-SERAM,10.46
WAE HAANOTI,WS AMBON-SERAM,10.82
WAE FUTUYA FILO,WS AMBON-SERAM,10.26
WAE PULAU BOANO,WS AMBON-SERAM,10.23
WAE OLNEKAN FANA,WS AMBON-SERAM,10.22
TIHU-TIHU,WS AMBON-SERAM,10.19
WAE KUMILANG,WS AMBON-SERAM,10.0
WAE SOAKO,WS AMBON-SERAM,10.0
WAE WANAU,WS AMBON-SERAM,9.07
WAE DAWANG,WS AMBON-SERAM,7.32
WAE SIFA DATUK,WS AMBON-SERAM,9.8
WAE OLAS,WS AMBON-SERAM,9.75
WAE NENIARI,WS AMBON-SERAM,9.85
WAE LAKAP,WS AMBON-SERAM,9.63
WAE MESA,WS AMBON-SERAM,9.42
WAE MITAL,WS AMBON-SERAM,9.34
WAE OMO,WS AMBON-SERAM,9.29
WAE LENA,WS AMBON-SERAM,9.26
TANJUNG WAIYAIO,WS AMBON-SERAM,17.04
WAE KAMBELO BESAR,WS AMBON-SERAM,9.16
WAE PULIN LESIN,WS AMBON-SERAM,9.1
WAE LAHENA,WS AMBON-SERAM,9.05
WAE ARU HARUO,WS AMBON-SERAM,8.92
WAE TUMALETU 1,WS AMBON-SERAM,8.89
WAE LATAL,WS AMBON-SERAM,8.89
WAE NAMASULA,WS AMBON-SERAM,8.81
WAE GORONG,WS AMBON-SERAM,8.77
WAE SIHAN,WS AMBON-SERAM,8.77
WAE HARURU WAIPO,WS AMBON-SERAM,8.76
WAE WAYAME,WS AMBON-SERAM,8.74
TUTUKTOLU,WS AMBON-SERAM,8.73
WAE KANGKONG,WS AMBON-SERAM,8.68
WAE KILBONTEWA,WS AMBON-SERAM,8.62
WAE KLIS,WS AMBON-SERAM,8.61
WAE GUNUNG SALAHUTU,WS AMBON-SERAM,14.47
WAE TIU WAWAPOTE,WS AMBON-SERAM,16.49
WAE MASAPUN 1,WS AMBON-SERAM,8.52
WAE MUSIO SINLARI,WS AMBON-SERAM,8.47
WAE WAKAULI,WS AMBON-SERAM,8.46
WAE LOLOTWARA,WS AMBON-SERAM,8.34
AIR MANGGABONGKO,WS AMBON-SERAM,8.34
WAE NAGAR,WS AMBON-SERAM,8.05
WAEMETENG,WS AMBON-SERAM,7.99
GUNUNG WOLO KULUR,WS AMBON-SERAM,7.94
WAE SELOR KECIL,WS AMBON-SERAM,7.92
WAE GUNAK,WS AMBON-SERAM,7.88
TANJUNG TOBO,WS AMBON-SERAM,7.86
TELAGA TAPI,WS AMBON-SERAM,7.81
WAE TIMOYA,WS AMBON-SERAM,7.78
GUNUNG OPAL HARIA,WS AMBON-SERAM,8.11
WAE SEKARU,WS AMBON-SERAM,7.78
WAE TATIRI,WS AMBON-SERAM,7.67
WAE TAHALUPU 1,WS AMBON-SERAM,7.65
PULAU KARANG SATU DUA,WS AMBON-SERAM,7.63
WAE HERU,WS AMBON-SERAM,7.62
WAE JELI,WS AMBON-SERAM,7.96
WAE HULUNG,WS AMBON-SERAM,9.93
WAE SORIOTE,WS AMBON-SERAM,7.61
WAE HAUSO,WS AMBON-SERAM,6.87
WAE HELU,WS AMBON-SERAM,7.43
WAE UHE,WS AMBON-SERAM,7.41
WAE WAETUREN,WS AMBON-SERAM,6.79
WAE TEPUO,WS AMBON-SERAM,7.5
WAE ERANG,WS AMBON-SERAM,7.36
WAE MANIPA,WS AMBON-SERAM,7.3
WAE SIA,WS AMBON-SERAM,7.31
WAE ALUNE,WS AMBON-SERAM,7.23
WAE TESA,WS AMBON-SERAM,7.19
WAE KEL AHUSEN,WS AMBON-SERAM,7.21
WAE SEKABA,WS AMBON-SERAM,7.05
WAE NIA,WS AMBON-SERAM,7.18
WAE FIM,WS AMBON-SERAM,7.1
WAE JABULU JEPUTIH,WS AMBON-SERAM,7.02
WAE BOYAN,WS AMBON-SERAM,6.86
WAE URAK,WS AMBON-SERAM,6.84
WAE SALAHITU,WS AMBON-SERAM,6.82
WAE BATU MERAH,WS AMBON-SERAM,6.8
WAE WAHAI,WS AMBON-SERAM,6.39
WAE KETER,WS AMBON-SERAM,6.65
WAE LIA,WS AMBON-SERAM,6.63
WAE ASINAHU,WS AMBON-SERAM,6.59
WAE SOLE,WS AMBON-SERAM,6.57
WAE TIMOTI,WS AMBON-SERAM,6.52
WAE WAING,WS AMBON-SERAM,6.51
WAE BATU GANTUNG,WS AMBON-SERAM,6.45
WAE SULI,WS AMBON-SERAM,6.45
WAE LIANG,WS AMBON-SERAM,11.01
AIR SOLE,WS AMBON-SERAM,6.43
WAE ARIATE,WS AMBON-SERAM,6.43
WAE BESAR SATU,WS AMBON-SERAM,6.39
WAE LIBOLI,WS AMBON-SERAM,6.49
WAE BESAR TANJUNG WAILAIN,WS AMBON-SERAM,6.36
WAE TOMU,WS AMBON-SERAM,6.34
WAE ALUNI,WS AMBON-SERAM,6.27
WAE MISING,WS AMBON-SERAM,6.14
WAE LIMBORO,WS AMBON-SERAM,6.1
PULAU SERUA,WS AMBON-SERAM,6.06
WAE TIE,WS AMBON-SERAM,5.99
WAE HANUNU,WS AMBON-SERAM,6.17
WAE NAMEA,WS AMBON-SERAM,5.96
WAE THEA,WS AMBON-SERAM,5.82
WAE EVA,WS AMBON-SERAM,5.92
WAE SONOYOTO,WS AMBON-SERAM,5.87
WAE WAKASIHU,WS AMBON-SERAM,5.86
WAE AIRPESI,WS AMBON-SERAM,5.84
WAE NIWELEHU,WS AMBON-SERAM,5.74
WAE TULEHU,WS AMBON-SERAM,5.67
WAE SALUKU,WS AMBON-SERAM,5.66
WAE SIAN RUMAHKAY,WS AMBON-SERAM,5.65
TANJUNG EPUA,WS AMBON-SERAM,5.63
AIR WALIAT,WS AMBON-SERAM,5.62
WAE AIR BESAR,WS AMBON-SERAM,5.61
WAE SOLE 1,WS AMBON-SERAM,5.61
WAE LUA SERAM,WS AMBON-SERAM,4.82
WAE HUNTA,WS AMBON-SERAM,5.59
WAE LAVEGA,WS AMBON-SERAM,6.09
WAE YAPUTIH,WS AMBON-SERAM,5.51
WAE AMARSEKARU,WS AMBON-SERAM,5.5
WAE TOMU BATU GAJAH,WS AMBON-SERAM,5.5
WAE TIE 1,WS AMBON-SERAM,5.45
WAE TANJUNG TOMOL,WS AMBON-SERAM,4.94
WAE PATAL,WS AMBON-SERAM,3.94
WAE PULAU GOROM,WS AMBON-SERAM,5.31
WAE KIRO,WS AMBON-SERAM,5.23
WAE ELA 1,WS AMBON-SERAM,5.22
WAE RUSUNA,WS AMBON-SERAM,4.97
WAE KOLA KOLA,WS AMBON-SERAM,5.02
WAE PATOLA,WS AMBON-SERAM,5.15
WAE HITULAMA,WS AMBON-SERAM,5.11
WAE UNANE,WS AMBON-SERAM,5.12
WAE KOLA KOLA 1,WS AMBON-SERAM,5.1
WAE ALPAUTU,WS AMBON-SERAM,5.04
TEMELEHU BARAT,WS AMBON-SERAM,4.08
WAE NAMA AMARSEKARU,WS AMBON-SERAM,5.02
WAE AIR KIKAI,WS AMBON-SERAM,5.01
WAE KAMAR,WS AMBON-SERAM,4.97
GUNUNG TALETE,WS AMBON-SERAM,4.97
WAE SIAPUTIH UTARA,WS AMBON-SERAM,4.97
WAE EPU,WS AMBON-SERAM,4.96
WAE LALUEN,WS AMBON-SERAM,5.0
WAE AMALENET,WS AMBON-SERAM,4.89
AIR MASAWOI,WS AMBON-SERAM,4.85
WAE LIANG,WS AMBON-SERAM,5.06
WAE ARWAOU,WS AMBON-SERAM,4.75
WAE OWAN,WS AMBON-SERAM,4.73
WAE YAPUTIH TIMUR,WS AMBON-SERAM,4.73
TANJUNG KENU,WS AMBON-SERAM,4.65
WAE RURIA,WS AMBON-SERAM,4.63
WAE MAMUA,WS AMBON-SERAM,4.59
WAE HALONG,WS AMBON-SERAM,4.57
WAE TAHALUPU 2,WS AMBON-SERAM,4.56
TANJUNG BATUKPLAL,WS AMBON-SERAM,4.52
WAE HATALAI,WS AMBON-SERAM,4.48
WAE SAPALATOTWI,WS AMBON-SERAM,4.47
WAE WALA,WS AMBON-SERAM,4.45
WAE TUKANG,WS AMBON-SERAM,4.43
TANJUNG LIRANG,WS AMBON-SERAM,4.41
GUNUNG TONGKADAGU,WS AMBON-SERAM,4.47
WAE WANAWA,WS AMBON-SERAM,4.39
WAE METAN,WS AMBON-SERAM,4.38
WAE PIA KECIL,WS AMBON-SERAM,4.33
TANJUNG SURA,WS AMBON-SERAM,4.33
WAE AMAR LAUT,WS AMBON-SERAM,4.32
WAE KERAMAL,WS AMBON-SERAM,4.32
WAE WARAU,WS AMBON-SERAM,4.3
WAE WARAU SAPARUA,WS AMBON-SERAM,5.16
WAE KERAMAL SERAM TIMUR,WS AMBON-SERAM,4.28
PULAU HATTA,WS AMBON-SERAM,4.25
WAE TIOUW,WS AMBON-SERAM,5.87
WAE ILPOKIL HARUKU,WS AMBON-SERAM,4.21
WAE PIA,WS AMBON-SERAM,7.31
PULAU KWAMOR,WS AMBON-SERAM,4.14
WAE HIRA,WS AMBON-SERAM,4.14
WAE SIKABUL,WS AMBON-SERAM,4.09
WAE OLAMI,WS AMBON-SERAM,3.77
GUNUNG KUNITAUN,WS AMBON-SERAM,4.02
WAE UWA JATUH,WS AMBON-SERAM,4.0
WAE AIMATI,WS AMBON-SERAM,4.0
WAE TUNIWARA,WS AMBON-SERAM,4.0
SIFAR KUMAR,WS AMBON-SERAM,3.96
ENEE SAPOUHANITII,WS AMBON-SERAM,3.95
WAE MINTOLA,WS AMBON-SERAM,3.92
WAE TEMI,WS AMBON-SERAM,3.9
WAE KELANGBUAN 1,WS AMBON-SERAM,3.9
WAE KUMA,WS AMBON-SERAM,3.9
AIR LUHUTBAN,WS AMBON-SERAM,3.88
WAE ULATU,WS AMBON-SERAM,3.87
WAE NAPURU,WS AMBON-SERAM,3.87
WAE DANAU SOLE,WS AMBON-SERAM,3.83
WAE TOESAPU,WS AMBON-SERAM,3.83
WAE LAI,WS AMBON-SERAM,3.83
WAE ASEL,WS AMBON-SERAM,3.81
WAE TETEWAT,WS AMBON-SERAM,3.78
WAE LUHULAMA,WS AMBON-SERAM,3.79
TANJUNG SENSURAHA,WS AMBON-SERAM,3.52
WAE HOSU,WS AMBON-SERAM,3.76
WAE GALALA,WS AMBON-SERAM,3.76
WAE ATANA,WS AMBON-SERAM,3.75
WAE WELA,WS AMBON-SERAM,5.14
WAE WAEL,WS AMBON-SERAM,3.73
WAE RUPANG,WS AMBON-SERAM,3.72
WAE NALAWAI,WS AMBON-SERAM,3.72
WAE LALAN MATLEAN 1,WS AMBON-SERAM,3.71
PULAU RHUN,WS AMBON-SERAM,3.67
WAE BULA,WS AMBON-SERAM,3.64
WAE SAMAURU BESAR,WS AMBON-SERAM,3.64
WAE KAWA 1,WS AMBON-SERAM,3.57
WAE HUKURILA,WS AMBON-SERAM,3.61
WAE PUPUKALA,WS AMBON-SERAM,3.6
WAE NUSANIWE,WS AMBON-SERAM,3.55
WAE MARDUWE 1,WS AMBON-SERAM,3.53
WAE SOJU,WS AMBON-SERAM,3.52
WAE KARAI,WS AMBON-SERAM,3.51
WAE MELATI,WS AMBON-SERAM,3.51
WAE TORUNG,WS AMBON-SERAM,3.51
WAE RARAT,WS AMBON-SERAM,3.48
WAE SAOTI,WS AMBON-SERAM,3.49
WAE KINALI,WS AMBON-SERAM,3.47
PULAU AY,WS AMBON-SERAM,3.47
WAE TANUA,WS AMBON-SERAM,3.46
WAE TALAGA,WS AMBON-SERAM,3.42
WAE KAWA 2,WS AMBON-SERAM,3.42
WAE LONTHOR,WS AMBON-SERAM,3.41
WAE KASAWARI,WS AMBON-SERAM,3.4
WAE LAMADARI,WS AMBON-SERAM,3.38
PULAU NEIRA,WS AMBON-SERAM,3.36
WAE WERUAI,WS AMBON-SERAM,3.35
WAE HATU LATAI,WS AMBON-SERAM,3.34
WAE TOTAHUR,WS AMBON-SERAM,3.38
WAE MAKANOPAL,WS AMBON-SERAM,3.32
WAE HATIVE BESAR,WS AMBON-SERAM,3.32
WAE KULWOUW,WS AMBON-SERAM,3.31
WAE KAMPUNG JAWA,WS AMBON-SERAM,3.31
WAE KELURAT,WS AMBON-SERAM,3.3
WAE TANAH BARU BESAR,WS AMBON-SERAM,3.3
WAE SAPARUA,WS AMBON-SERAM,3.3
WAE TAPI,WS AMBON-SERAM,3.25
WAE WAITAHUI,WS AMBON-SERAM,3.25
WAE KAMBELO,WS AMBON-SERAM,3.24
WAE KAITITU,WS AMBON-SERAM,5.84
WAE GUNUNGAPI BESAR,WS AMBON-SERAM,3.22
WAE KAWA 3,WS AMBON-SERAM,3.22
WAE WERINAMA SERAM,WS AMBON-SERAM,3.17
WAE MALOANG,WS AMBON-SERAM,1.53
WAE MAKANU SILATI,WS AMBON-SERAM,2.49
WAE WAKAL,WS AMBON-SERAM,2.92
WAE RALOLA,WS AMBON-SERAM,3.13
TANJUNG MAKANOPAL,WS AMBON-SERAM,3.1
GUNUNG MOSINA,WS AMBON-SERAM,3.1
TANJUNG TUALEHU,WS AMBON-SERAM,3.1
WAE SIVAT,WS AMBON-SERAM,3.1
WAE LOPAS,WS AMBON-SERAM,3.1
WAE HILA,WS AMBON-SERAM,3.09
WAE GALE - GALE,WS AMBON-SERAM,5.33
WAE KALAWAI SERAM,WS AMBON-SERAM,3.09
WAE RUMAHWEY,WS AMBON-SERAM,3.08
WAE MORNATEN,WS AMBON-SERAM,3.07
WAE SAWAI,WS AMBON-SERAM,3.05
WAE TEMELEHU TIMUR,WS AMBON-SERAM,3.99
WAE WAIKAU,WS AMBON-SERAM,3.04
WAE TAHALUPU 4,WS AMBON-SERAM,3.04
AIR NAMAI,WS AMBON-SERAM,3.04
WAE KAIBOBU 1,WS AMBON-SERAM,3.03
WAE HINA,WS AMBON-SERAM,3.02
WAE TAAH,WS AMBON-SERAM,3.02
WAE MAMUA 1,WS AMBON-SERAM,3.02
WAE UNA,WS AMBON-SERAM,3.02
WAE PAPERU,WS AMBON-SERAM,4.41
WAE TAAH 1,WS AMBON-SERAM,3.01
WAE SILAWA,WS AMBON-SERAM,3.3
WAE NAMA AMARSEKARU 1,WS AMBON-SERAM,3.01
WAE AIR KIKAI 1,WS AMBON-SERAM,3.0
WAE TELAGA BIRU,WS AMBON-SERAM,2.99
WAE SAMSU,WS AMBON-SERAM,2.98
TANJUNG NONOHERANA,WS AMBON-SERAM,2.98
WAE LISA,WS AMBON-SERAM,2.97
WAE MATAKANO KECIL,WS AMBON-SERAM,2.97
WAE AIR KODOK,WS AMBON-SERAM,2.97
WAE PASSO,WS AMBON-SERAM,2.69
WAE KAKAU,WS AMBON-SERAM,2.96
WAE TANA SOA,WS AMBON-SERAM,2.94
TANJUNG TANDURU BESAR,WS AMBON-SERAM,2.93
WAE NURUWE,WS AMBON-SERAM,3.58
WAE PIRU,WS AMBON-SERAM,2.88
WAE TAAH,WS AMBON-SERAM,2.91
WAE TAWELASUNYA,WS AMBON-SERAM,4.79
WAE LAPO,WS AMBON-SERAM,2.72
WAEMANGORO,WS AMBON-SERAM,2.86
WAE CAPA,WS AMBON-SERAM,2.81
TANJUNG TALOPOOLAT,WS AMBON-SERAM,2.81
WAE MARDUWE 2,WS AMBON-SERAM,2.91
WAE BATU LUBANG,WS AMBON-SERAM,2.78
WAE LOI 1,WS AMBON-SERAM,2.78
WAE LALAO,WS AMBON-SERAM,2.78
TANJUNG LAHURE,WS AMBON-SERAM,2.74
TANJUNG TAHALUPU,WS AMBON-SERAM,2.74
WAE LIAELA 1,WS AMBON-SERAM,2.73
WAE LONTHOR 1,WS AMBON-SERAM,2.72
WAE ASINAHU TIMUR,WS AMBON-SERAM,2.7
WAE SALA,WS AMBON-SERAM,2.7
WAE SIAPUTIH,WS AMBON-SERAM,2.7
WAE DERAK,WS AMBON-SERAM,2.68
WAE TAHALUPU 6,WS AMBON-SERAM,2.68
WAE BASARIN,WS AMBON-SERAM,2.67
WAE KALAPORI,WS AMBON-SERAM,2.94
WAE BOANOSERAN,WS AMBON-SERAM,2.66
WAE TAPINALU KECIL 2,WS AMBON-SERAM,2.66
WAE TOMALERU,WS AMBON-SERAM,2.66
TANJUNG SIAL,WS AMBON-SERAM,2.65
WAE AIRLAUW,WS AMBON-SERAM,2.65
TANJUNG KAMARIAN,WS AMBON-SERAM,2.64
WAE MIRAN 2,WS AMBON-SERAM,2.64
WAE PORTO,WS AMBON-SERAM,2.64
WAE IFE,WS AMBON-SERAM,2.63
WAE ABORU,WS AMBON-SERAM,2.62
WAE AMARSEKARU 1,WS AMBON-SERAM,2.59
WAE AMAHULU,WS AMBON-SERAM,2.59
AIR LEU,WS AMBON-SERAM,2.59
WAE HULUNG,WS AMBON-SERAM,2.57
GUNUNG WALAPIA,WS AMBON-SERAM,2.56
WAE BATU LOBANG,WS AMBON-SERAM,2.49
WAE TINA KECIL,WS AMBON-SERAM,2.08
WAE LOKOU,WS AMBON-SERAM,2.47
WAE AIRPESI 1,WS AMBON-SERAM,2.47
WAE KAMPUNG JAWA 1,WS AMBON-SERAM,2.47
PULAU MAINA,WS AMBON-SERAM,2.47
WAE KAIRATU,WS AMBON-SERAM,2.84
WAE ULUTO,WS AMBON-SERAM,2.44
WAE ADAR,WS AMBON-SERAM,2.44
WAE TALUTI,WS AMBON-SERAM,2.44
WAE BONARA SEPA,WS AMBON-SERAM,2.44
GUNUNG MAHUKU,WS AMBON-SERAM,2.43
WAE KUKU,WS AMBON-SERAM,2.42
WAE BUANO SELATAN 1,WS AMBON-SERAM,2.41
WAE LOKI,WS AMBON-SERAM,2.39
WAE LATERA BESAR,WS AMBON-SERAM,2.38
WAE TEHORU SERAM,WS AMBON-SERAM,2.37
WAE WARALOHI,WS AMBON-SERAM,2.32
WAE HAYAKO,WS AMBON-SERAM,2.43
WAE G.TINGGI,WS AMBON-SERAM,2.29
WAE SAHURU,WS AMBON-SERAM,2.35
PULAU MARSEGU,WS AMBON-SERAM,2.35
WAE HUTU SERAM,WS AMBON-SERAM,2.35
WAE ALANG,WS AMBON-SERAM,2.34
WAE JAYABAKTI,WS AMBON-SERAM,2.33
WAE AIRBUAYA,WS AMBON-SERAM,2.35
TANJUNG SETAN,WS AMBON-SERAM,2.32
TANJUNG WATULUA,WS AMBON-SERAM,2.3
WAE KELANGBUAN 5,WS AMBON-SERAM,2.3
WAE MAKAP,WS AMBON-SERAM,2.3
WAE AMARSEKARU 2,WS AMBON-SERAM,2.27
WAE LONTHOR 2,WS AMBON-SERAM,2.24
WAE TAHALUPU 7,WS AMBON-SERAM,2.23
TANJUNG GENDER,WS AMBON-SERAM,2.3
WAE LALAN MATLEAN,WS AMBON-SERAM,2.21
WAE MALAWAAH,WS AMBON-SERAM,2.2
WAE LALAHULU,WS AMBON-SERAM,2.49
WAE MAKANOPAL 1,WS AMBON-SERAM,2.19
GUNUNG RORA,WS AMBON-SERAM,2.19
WAE KAMAL,WS AMBON-SERAM,2.19
WAE PUTIH 1,WS AMBON-SERAM,2.18
WAE HUNISI,WS AMBON-SERAM,2.18
WAE POKA,WS AMBON-SERAM,2.17
WAE PIRU 3,WS AMBON-SERAM,3.07
PULAU MASAWOI,WS AMBON-SERAM,2.16
WAE MASIHULAN,WS AMBON-SERAM,2.16
TANJUNG SIAPUTIH,WS AMBON-SERAM,2.15
WAE KELANGBUAN 6,WS AMBON-SERAM,2.14
WAE KLIWO,WS AMBON-SERAM,2.13
WAE KULUGOWA,WS AMBON-SERAM,2.13
WAE MARDUWE,WS AMBON-SERAM,2.13
WAE ARIATE 2,WS AMBON-SERAM,2.11
TANJUNG HUNIPOPO,WS AMBON-SERAM,2.1
WAE ALAHAAL,WS AMBON-SERAM,2.1
WAE PULAU LIRAN,WS AMBON-SERAM,2.1
WAE DAI,WS AMBON-SERAM,2.09
WAE ANAUNI,WS AMBON-SERAM,2.09
WAE FIDIGOR,WS AMBON-SERAM,2.08
WAE ALUNI 1,WS AMBON-SERAM,2.07
TANJUNG KAMATOLE,WS AMBON-SERAM,2.07
WAE MANAKOWA,WS AMBON-SERAM,2.06
WAE KAHULA 1,WS AMBON-SERAM,2.05
WAE MANAWOKA,WS AMBON-SERAM,2.05
WAE AMAHUSU,WS AMBON-SERAM,2.75
WAE NAWAYA,WS AMBON-SERAM,2.01
WAE BULUH 1,WS AMBON-SERAM,2.03
DANAU ARANG,WS AMBON-SERAM,2.02
GUNUNG TORUNG,WS AMBON-SERAM,2.01
WAE MASAWOI 3,WS AMBON-SERAM,2.01
TANJUNG MEMESI,WS AMBON-SERAM,2.0
WAE KIKA,WS AMBON-SERAM,2.0
WAE KILKADO,WS AMBON-SERAM,1.99
WAE HUAROA,WS AMBON-SERAM,1.99
WAE LONTHOR 3,WS AMBON-SERAM,1.99
WAE PULAU TEOR,WS AMBON-SERAM,1.98
WAE LONTHOR 4,WS AMBON-SERAM,1.97
GUNUNG ELYO,WS AMBON-SERAM,1.97
TANJUNG PAMALI,WS AMBON-SERAM,1.96
WAE WALINURU,WS AMBON-SERAM,1.96
GUNUNG MUARATETU,WS AMBON-SERAM,1.95
WAE PANCORANG KUNING,WS AMBON-SERAM,1.95
WAE BATU KONENG,WS AMBON-SERAM,1.95
WAE WALAPIA,WS AMBON-SERAM,1.94
WAE BUANO SELATAN 2,WS AMBON-SERAM,1.93
WAE HIKO,WS AMBON-SERAM,1.93
WAE KILWOUW 2,WS AMBON-SERAM,1.92
WAE MANGAN DUA,WS AMBON-SERAM,1.9
WAE TEMI 1,WS AMBON-SERAM,1.9
WAE SIRISORI,WS AMBON-SERAM,1.81
WAE PULAU MANIPA,WS AMBON-SERAM,1.89
WAE HATU METEN,WS AMBON-SERAM,1.88
WAE PIA 1,WS AMBON-SERAM,1.88
WAE LALAN MATLEAN 2,WS AMBON-SERAM,1.88
WAE ASAM JAWA,WS AMBON-SERAM,1.87
TANJUNG MOTIAPE,WS AMBON-SERAM,1.87
PULAU MOLANA,WS AMBON-SERAM,1.86
WAE PIRU 4,WS AMBON-SERAM,1.92
WAE JATI,WS AMBON-SERAM,3.53
TANJUNG TANAMAHONI,WS AMBON-SERAM,1.85
WAE AIPUTI,WS AMBON-SERAM,1.84
WAE ASEL KECIL,WS AMBON-SERAM,1.84
WAE KAMBELO 2,WS AMBON-SERAM,1.84
WAE BOOI,WS AMBON-SERAM,1.84
